air_temp,azimuth,clearsky_dhi,clearsky_dni,clearsky_ghi,clearsky_gti,cloud_opacity,dhi,dni,ghi,gti,relative_humidity,surface_pressure,wind_direction_10m,wind_speed_10m,zenith,period_end,Year,Month,Day,Hour,Latitude,Longitude,cluster
32,73,178,837,1003,945,11.2,320,577,892,845,43.2,917.1,310,1.2,9,2007-11-23T11:00:00Z,2007,11,23,11,-22.220377,28.100695,4
25,90,114,922,966,895,19.6,389,421,776,730,67.2,921.9,304,0.4,22,2007-11-26T12:00:00Z,2007,11,26,12,-22.220377,28.100695,4
25,95,103,898,828,749,10.1,236,633,743,679,65.6,921.0,192,0.9,36,2007-11-26T13:00:00Z,2007,11,26,13,-22.220377,28.100695,4
27,-90,115,918,976,906,16.0,348,502,821,771,64.2,920.4,333,1.6,20,2007-11-27T09:00:00Z,2007,11,27,9,-22.220377,28.100695,4
30,-68,123,926,1041,974,3.2,177,838,1008,944,52.5,920.3,307,1.5,6,2007-11-27T10:00:00Z,2007,11,27,10,-22.220377,28.100695,4
32,78,119,931,1038,971,8.0,249,713,955,897,47.4,919.8,274,1.4,8,2007-11-27T11:00:00Z,2007,11,27,11,-22.220377,28.100695,4
32,91,115,918,964,892,29.0,479,223,685,651,47.7,918.7,242,1.3,22,2007-11-27T12:00:00Z,2007,11,27,12,-22.220377,28.100695,4
33,95,108,888,827,747,26.9,405,246,605,568,46.9,917.9,224,1.4,36,2007-11-27T13:00:00Z,2007,11,27,13,-22.220377,28.100695,4
23,-99,96,854,671,579,0.0,96,854,671,579,66.2,924.3,48,5.8,48,2007-11-30T07:00:00Z,2007,11,30,7,-22.220377,28.100695,4
25,-96,105,906,855,772,0.0,105,906,855,772,60.9,924.2,44,4.6,34,2007-11-30T08:00:00Z,2007,11,30,8,-22.220377,28.100695,4
26,-92,111,932,985,909,0.0,111,932,985,909,56.9,923.8,43,3.7,20,2007-11-30T09:00:00Z,2007,11,30,9,-22.220377,28.100695,4
27,-75,123,934,1049,978,3.6,185,833,1011,944,52.6,923.2,51,2.9,6,2007-11-30T10:00:00Z,2007,11,30,10,-22.220377,28.100695,4
28,83,125,931,1045,973,15.9,373,510,879,827,49.7,922.5,59,2.4,8,2007-11-30T11:00:00Z,2007,11,30,11,-22.220377,28.100695,4
29,96,130,861,829,747,21.1,373,346,654,608,48.2,921.0,76,2.9,36,2007-11-30T13:00:00Z,2007,11,30,13,-22.220377,28.100695,4
24,-96,101,904,849,765,13.7,279,547,733,671,60.5,923.0,33,4.1,34,2007-12-01T08:00:00Z,2007,12,1,8,-22.220377,28.100695,4
30,93,119,911,964,888,17.4,367,464,796,744,44.3,921.2,31,1.2,22,2007-12-01T12:00:00Z,2007,12,1,12,-22.220377,28.100695,4
26,-100,104,844,671,577,0.0,104,844,671,577,59.2,923.3,80,6.7,48,2007-12-02T07:00:00Z,2007,12,2,7,-22.220377,28.100695,4
27,-96,113,899,857,771,0.0,113,899,857,771,53.3,923.0,74,6.5,34,2007-12-02T08:00:00Z,2007,12,2,8,-22.220377,28.100695,4
29,-93,117,930,988,910,0.0,117,930,988,910,47.9,922.5,70,6.0,20,2007-12-02T09:00:00Z,2007,12,2,9,-22.220377,28.100695,4
31,-80,114,950,1056,982,1.3,137,913,1043,970,40.5,921.8,68,5.5,6,2007-12-02T10:00:00Z,2007,12,2,10,-22.220377,28.100695,4
32,86,109,956,1055,980,7.2,228,758,979,914,34.2,920.8,67,5.0,8,2007-12-02T11:00:00Z,2007,12,2,11,-22.220377,28.100695,4
33,93,106,943,982,902,16.6,351,502,819,764,32.8,919.6,67,4.7,21,2007-12-02T12:00:00Z,2007,12,2,12,-22.220377,28.100695,4
33,97,105,906,843,757,21.3,361,372,663,614,32.0,918.5,68,4.6,35,2007-12-02T13:00:00Z,2007,12,2,13,-22.220377,28.100695,4
33,100,98,848,653,558,17.9,266,412,537,478,31.6,917.6,72,4.6,49,2007-12-02T14:00:00Z,2007,12,2,14,-22.220377,28.100695,4
30,88,143,893,1027,954,19.2,423,412,830,782,40.3,917.6,312,0.7,8,2007-12-03T11:00:00Z,2007,12,3,11,-22.220377,28.100695,4
30,94,135,882,954,878,21.3,418,359,749,704,40.9,917.1,235,1.1,21,2007-12-03T12:00:00Z,2007,12,3,12,-22.220377,28.100695,4
21,-97,100,914,854,766,8.3,203,699,787,713,77.1,920.7,29,3.7,34,2007-12-05T08:00:00Z,2007,12,5,8,-22.220377,28.100695,4
23,-94,100,949,987,906,0.0,100,949,987,906,66.9,920.2,34,3.3,20,2007-12-05T09:00:00Z,2007,12,5,9,-22.220377,28.100695,4
27,-90,101,961,1054,977,0.0,101,961,1054,977,48.5,919.8,32,2.5,7,2007-12-05T10:00:00Z,2007,12,5,10,-22.220377,28.100695,4
31,91,101,961,1052,974,0.0,101,961,1052,974,39.8,919.1,31,1.6,7,2007-12-05T11:00:00Z,2007,12,5,11,-22.220377,28.100695,4
31,94,94,954,981,899,8.4,221,727,901,831,39.9,918.3,65,0.9,21,2007-12-05T12:00:00Z,2007,12,5,12,-22.220377,28.100695,4
31,97,89,927,847,757,16.8,304,491,703,642,40.1,917.6,128,0.9,35,2007-12-05T13:00:00Z,2007,12,5,13,-22.220377,28.100695,4
27,-101,81,883,671,572,0.0,81,883,671,572,60.4,920.8,85,2.2,48,2007-12-06T07:00:00Z,2007,12,6,7,-22.220377,28.100695,4
28,-97,88,931,856,766,0.0,88,931,856,766,52.7,920.7,82,3.3,34,2007-12-06T08:00:00Z,2007,12,6,8,-22.220377,28.100695,4
30,-95,93,958,988,905,5.6,182,806,931,856,45.0,920.3,83,4.2,21,2007-12-06T09:00:00Z,2007,12,6,9,-22.220377,28.100695,4
32,-94,95,971,1057,979,4.1,164,857,1015,941,37.9,919.6,80,4.5,7,2007-12-06T10:00:00Z,2007,12,6,10,-22.220377,28.100695,4
34,93,95,972,1057,978,6.9,213,778,984,915,32.6,918.8,79,4.3,7,2007-12-06T11:00:00Z,2007,12,6,11,-22.220377,28.100695,4
34,95,95,956,985,902,7.9,222,737,906,834,31.2,918.2,84,4.0,21,2007-12-06T12:00:00Z,2007,12,6,12,-22.220377,28.100695,4
33,98,102,908,846,756,13.8,279,548,730,664,34.0,918.0,91,4.4,35,2007-12-06T13:00:00Z,2007,12,6,13,-22.220377,28.100695,4
23,-98,78,950,859,766,13.7,263,582,741,671,66.5,922.0,84,6.1,34,2007-12-08T08:00:00Z,2007,12,8,8,-22.220377,28.100695,4
31,96,81,968,985,899,24.0,410,365,746,698,47.0,917.8,91,3.0,21,2007-12-11T12:00:00Z,2007,12,11,12,-22.220377,28.100695,4
30,98,77,942,854,759,15.2,275,544,725,658,52.3,917.5,86,3.8,34,2007-12-11T13:00:00Z,2007,12,11,13,-22.220377,28.100695,4
27,-103,133,913,1036,954,10.5,303,630,927,860,68.2,918.2,65,4.7,8,2007-12-14T10:00:00Z,2007,12,14,10,-22.220377,28.100695,4
28,107,133,913,1037,956,15.6,370,510,876,818,65.1,917.7,65,4.5,7,2007-12-14T11:00:00Z,2007,12,14,11,-22.220377,28.100695,4
25,-103,101,950,1040,957,16.7,363,509,866,808,78.7,917.4,50,1.7,8,2007-12-15T10:00:00Z,2007,12,15,10,-22.220377,28.100695,4
25,-97,114,914,963,876,12.2,289,598,848,781,83.2,917.3,80,4.2,21,2007-12-16T09:00:00Z,2007,12,16,9,-22.220377,28.100695,4
26,-103,117,930,1036,953,0.0,117,930,1036,953,80.9,916.4,85,3.8,8,2007-12-16T10:00:00Z,2007,12,16,10,-22.220377,28.100695,4
27,115,108,970,1071,984,16.2,366,535,897,836,54.6,923.5,89,4.2,6,2007-12-22T11:00:00Z,2007,12,22,11,-22.220377,28.100695,4
27,98,101,965,1009,918,17.1,361,505,836,774,53.1,922.7,94,4.1,19,2007-12-22T12:00:00Z,2007,12,22,12,-22.220377,28.100695,4
27,99,100,934,880,782,8.5,218,707,802,720,52.2,921.9,99,4.0,33,2007-12-22T13:00:00Z,2007,12,22,13,-22.220377,28.100695,4
27,102,92,886,698,591,0.0,92,886,698,591,51.7,921.4,101,4.0,47,2007-12-22T14:00:00Z,2007,12,22,14,-22.220377,28.100695,4
26,99,83,958,885,786,19.5,332,460,709,646,66.3,920.9,86,3.2,33,2007-12-23T13:00:00Z,2007,12,23,13,-22.220377,28.100695,4
26,102,78,913,703,595,13.0,218,574,613,534,64.8,920.0,88,3.0,47,2007-12-23T14:00:00Z,2007,12,23,14,-22.220377,28.100695,4
24,-100,89,957,861,759,5.2,162,813,816,723,71.6,921.4,63,4.4,36,2007-12-24T08:00:00Z,2007,12,24,8,-22.220377,28.100695,4
25,-98,95,980,1000,906,0.0,95,980,1000,906,61.7,921.2,64,4.0,22,2007-12-24T09:00:00Z,2007,12,24,9,-22.220377,28.100695,4
27,-103,106,981,1074,986,0.0,106,981,1074,986,53.5,920.9,65,3.4,9,2007-12-24T10:00:00Z,2007,12,24,10,-22.220377,28.100695,4
29,117,107,979,1080,992,0.0,107,979,1080,992,48.6,920.5,71,3.0,6,2007-12-24T11:00:00Z,2007,12,24,11,-22.220377,28.100695,4
29,98,106,966,1016,925,7.0,218,771,946,867,47.1,919.7,83,2.7,19,2007-12-24T12:00:00Z,2007,12,24,12,-22.220377,28.100695,4
29,99,105,934,887,789,0.8,118,910,879,782,45.2,918.6,96,2.9,33,2007-12-24T13:00:00Z,2007,12,24,13,-22.220377,28.100695,4
30,102,98,884,705,598,0.0,98,884,705,598,44.4,917.7,101,3.3,47,2007-12-24T14:00:00Z,2007,12,24,14,-22.220377,28.100695,4
27,-98,108,931,966,876,14.0,315,559,831,765,71.4,915.0,44,1.2,23,2007-12-26T09:00:00Z,2007,12,26,9,-22.220377,28.100695,4
28,-102,112,945,1044,959,10.6,286,658,934,864,63.9,914.4,64,0.7,9,2007-12-26T10:00:00Z,2007,12,26,10,-22.220377,28.100695,4
30,118,117,944,1054,969,0.9,133,918,1045,961,59.9,913.8,114,0.4,6,2007-12-26T11:00:00Z,2007,12,26,11,-22.220377,28.100695,4
30,98,118,929,994,906,8.4,248,703,912,837,60.2,913.3,174,0.7,19,2007-12-26T12:00:00Z,2007,12,26,12,-22.220377,28.100695,4
30,99,127,880,866,772,8.0,236,669,796,716,60.2,912.8,180,1.2,33,2007-12-26T13:00:00Z,2007,12,26,13,-22.220377,28.100695,4
30,102,119,823,686,585,15.0,269,456,584,516,60.2,912.4,183,1.6,46,2007-12-26T14:00:00Z,2007,12,26,14,-22.220377,28.100695,4
26,-100,128,866,824,729,9.4,239,638,742,664,79.4,917.0,81,2.9,36,2007-12-27T08:00:00Z,2007,12,27,8,-22.220377,28.100695,4
23,-100,95,981,1061,974,14.3,327,590,909,845,60.2,922.6,88,5.2,9,2007-12-30T10:00:00Z,2007,12,30,10,-22.220377,28.100695,4
26,-99,91,1000,1075,988,7.6,225,780,994,917,53.8,921.7,75,4.8,9,2007-12-31T10:00:00Z,2007,12,31,10,-22.220377,28.100695,4
27,118,91,1001,1087,1000,16.9,360,546,904,843,48.5,921.3,75,4.8,5,2007-12-31T11:00:00Z,2007,12,31,11,-22.220377,28.100695,4
27,97,89,990,1027,937,23.2,429,381,788,737,47.7,920.6,75,4.5,18,2007-12-31T12:00:00Z,2007,12,31,12,-22.220377,28.100695,4
27,99,86,965,901,804,18.1,330,483,739,675,47.6,920.1,75,4.3,32,2007-12-31T13:00:00Z,2007,12,31,13,-22.220377,28.100695,4
24,-99,89,939,839,740,13.0,259,590,729,655,68.0,922.3,75,4.2,37,2008-01-01T08:00:00Z,2008,1,1,8,-22.220377,28.100695,4
25,-97,94,967,981,891,9.7,244,700,888,813,59.0,922.0,76,4.1,23,2008-01-01T09:00:00Z,2008,1,1,9,-22.220377,28.100695,4
27,-99,102,975,1061,976,4.0,172,860,1019,939,49.9,921.7,76,4.1,9,2008-01-01T10:00:00Z,2008,1,1,10,-22.220377,28.100695,4
28,118,103,975,1073,988,0.7,116,954,1065,981,46.5,921.1,79,4.0,5,2008-01-01T11:00:00Z,2008,1,1,11,-22.220377,28.100695,4
29,97,100,966,1015,926,11.5,285,647,898,828,45.8,920.1,87,3.9,18,2008-01-01T12:00:00Z,2008,1,1,12,-22.220377,28.100695,4
29,98,91,948,892,797,11.8,257,627,787,712,44.5,919.3,89,3.7,32,2008-01-01T13:00:00Z,2008,1,1,13,-22.220377,28.100695,4
29,101,83,904,713,609,15.4,249,507,604,532,43.0,918.6,87,3.5,46,2008-01-01T14:00:00Z,2008,1,1,14,-22.220377,28.100695,4
25,-99,101,920,834,736,8.2,211,699,763,680,66.1,921.5,66,3.2,37,2008-01-02T08:00:00Z,2008,1,2,8,-22.220377,28.100695,4
27,-97,107,952,979,889,14.3,323,564,839,773,56.9,921.1,63,2.9,23,2008-01-02T09:00:00Z,2008,1,2,9,-22.220377,28.100695,4
30,-98,115,963,1062,977,8.3,254,730,974,902,47.2,920.5,62,2.7,9,2008-01-02T10:00:00Z,2008,1,2,10,-22.220377,28.100695,4
31,117,116,965,1076,992,8.8,268,717,981,910,42.1,919.8,65,2.6,5,2008-01-02T11:00:00Z,2008,1,2,11,-22.220377,28.100695,4
31,96,113,956,1019,931,13.1,320,596,886,819,41.8,918.9,72,2.5,18,2008-01-02T12:00:00Z,2008,1,2,12,-22.220377,28.100695,4
31,98,103,939,897,802,18.5,347,454,731,671,41.3,918.1,77,2.5,32,2008-01-02T13:00:00Z,2008,1,2,13,-22.220377,28.100695,4
32,101,90,902,719,615,14.0,243,539,619,544,40.0,917.4,78,2.6,46,2008-01-02T14:00:00Z,2008,1,2,14,-22.220377,28.100695,4
28,-99,118,895,830,734,0.0,118,895,830,734,62.0,919.1,45,0.7,37,2008-01-03T08:00:00Z,2008,1,3,8,-22.220377,28.100695,4
30,-97,128,925,976,887,0.0,128,925,976,887,51.2,918.8,45,1.1,23,2008-01-03T09:00:00Z,2008,1,3,9,-22.220377,28.100695,4
32,-97,123,955,1063,979,0.0,123,955,1063,979,43.6,918.6,39,1.4,10,2008-01-03T10:00:00Z,2008,1,3,10,-22.220377,28.100695,4
33,116,123,961,1079,996,0.5,133,946,1073,991,39.7,918.0,37,1.5,5,2008-01-03T11:00:00Z,2008,1,3,11,-22.220377,28.100695,4
33,96,127,943,1021,934,10.9,302,640,910,840,37.9,916.8,40,1.6,18,2008-01-03T12:00:00Z,2008,1,3,12,-22.220377,28.100695,4
34,98,131,902,895,802,12.5,302,567,783,713,36.1,915.9,44,1.5,32,2008-01-03T13:00:00Z,2008,1,3,13,-22.220377,28.100695,4
34,101,122,845,713,613,13.2,262,511,620,548,34.8,915.1,56,1.6,46,2008-01-03T14:00:00Z,2008,1,3,14,-22.220377,28.100695,4
28,115,183,859,1037,959,13.4,389,512,898,840,66.2,919.7,88,3.9,5,2008-01-04T11:00:00Z,2008,1,4,11,-22.220377,28.100695,4
29,96,175,852,983,902,17.1,415,422,815,761,61.3,918.4,93,4.2,18,2008-01-04T12:00:00Z,2008,1,4,12,-22.220377,28.100695,4
29,96,149,885,989,908,21.9,450,340,772,725,54.0,918.8,70,3.2,18,2008-01-05T12:00:00Z,2008,1,5,12,-22.220377,28.100695,4
29,98,129,875,872,783,17.7,348,434,720,663,54.2,918.4,82,3.2,32,2008-01-05T13:00:00Z,2008,1,5,13,-22.220377,28.100695,4
28,-96,113,926,959,873,12.8,303,583,836,770,54.7,920.7,61,5.6,24,2008-01-06T09:00:00Z,2008,1,6,9,-22.220377,28.100695,4
30,-95,120,938,1042,962,9.7,281,672,942,875,46.6,920.0,61,5.2,10,2008-01-06T10:00:00Z,2008,1,6,10,-22.220377,28.100695,4
31,112,121,942,1058,978,10.8,301,646,944,879,43.5,919.1,64,4.8,5,2008-01-06T11:00:00Z,2008,1,6,11,-22.220377,28.100695,4
31,95,114,937,1004,921,15.0,343,537,853,793,42.8,918.3,67,4.5,18,2008-01-06T12:00:00Z,2008,1,6,12,-22.220377,28.100695,4
31,97,108,912,883,793,20.1,358,407,708,654,42.4,917.5,69,4.3,32,2008-01-06T13:00:00Z,2008,1,6,13,-22.220377,28.100695,4
27,-99,105,893,812,719,11.0,246,604,721,648,62.4,918.8,60,2.9,38,2008-01-07T08:00:00Z,2008,1,7,8,-22.220377,28.100695,4
30,-96,112,926,957,873,0.9,125,902,949,866,53.3,918.5,53,2.6,24,2008-01-07T09:00:00Z,2008,1,7,9,-22.220377,28.100695,4
32,-94,120,937,1041,961,5.7,217,778,981,910,47.1,918.3,41,2.2,10,2008-01-07T10:00:00Z,2008,1,7,10,-22.220377,28.100695,4
33,109,122,940,1057,978,3.5,182,842,1020,946,43.6,917.6,31,2.0,5,2008-01-07T11:00:00Z,2008,1,7,11,-22.220377,28.100695,4
33,95,119,931,1003,921,19.4,396,432,810,758,43.0,916.5,30,2.1,18,2008-01-07T12:00:00Z,2008,1,7,12,-22.220377,28.100695,4
33,100,105,855,706,609,19.2,298,388,571,514,43.3,914.9,36,1.7,45,2008-01-07T14:00:00Z,2008,1,7,14,-22.220377,28.100695,4
31,-93,172,858,1015,939,14.0,375,506,874,818,55.5,915.7,348,2.3,10,2008-01-08T10:00:00Z,2008,1,8,10,-22.220377,28.100695,4
32,104,180,851,1027,952,6.4,284,680,960,895,51.1,915.0,342,2.5,5,2008-01-08T11:00:00Z,2008,1,8,11,-22.220377,28.100695,4
28,96,95,923,884,799,19.5,348,425,710,658,62.5,919.9,73,3.3,31,2008-01-12T13:00:00Z,2008,1,12,13,-22.220377,28.100695,4
25,-97,99,903,807,719,0.0,99,903,807,719,75.0,921.0,60,3.4,38,2008-01-13T08:00:00Z,2008,1,13,8,-22.220377,28.100695,4
27,-94,105,938,957,877,0.0,105,938,957,877,65.6,920.7,53,3.3,24,2008-01-13T09:00:00Z,2008,1,13,9,-22.220377,28.100695,4
29,-89,108,956,1046,971,0.0,108,956,1046,971,56.8,920.1,53,3.2,11,2008-01-13T10:00:00Z,2008,1,13,10,-22.220377,28.100695,4
30,66,109,959,1064,991,1.2,131,925,1052,980,53.5,919.3,58,3.3,4,2008-01-13T11:00:00Z,2008,1,13,11,-22.220377,28.100695,4
30,92,112,943,1010,934,4.6,187,815,964,893,53.4,918.4,60,3.6,17,2008-01-13T12:00:00Z,2008,1,13,12,-22.220377,28.100695,4
30,95,103,922,891,808,11.7,265,613,786,720,52.6,917.9,62,3.8,31,2008-01-13T13:00:00Z,2008,1,13,13,-22.220377,28.100695,4
30,99,95,876,715,623,8.9,186,652,655,580,51.4,917.4,62,3.8,45,2008-01-13T14:00:00Z,2008,1,13,14,-22.220377,28.100695,4
26,-97,104,888,800,713,0.9,114,866,793,709,83.1,921.9,66,3.6,38,2008-01-14T08:00:00Z,2008,1,14,8,-22.220377,28.100695,4
27,-93,106,931,950,872,0.0,106,931,950,872,78.3,921.6,66,3.5,25,2008-01-14T09:00:00Z,2008,1,14,9,-22.220377,28.100695,4
30,-88,107,952,1041,967,0.0,107,952,1041,967,64.8,921.0,65,3.3,11,2008-01-14T10:00:00Z,2008,1,14,10,-22.220377,28.100695,4
32,60,103,964,1063,990,1.3,126,926,1049,978,54.4,920.3,66,3.2,4,2008-01-14T11:00:00Z,2008,1,14,11,-22.220377,28.100695,4
32,91,100,957,1012,936,10.4,269,668,906,844,52.4,919.7,69,3.4,17,2008-01-14T12:00:00Z,2008,1,14,12,-22.220377,28.100695,4
32,95,96,934,894,811,9.9,230,671,808,740,52.3,919.0,70,3.6,31,2008-01-14T13:00:00Z,2008,1,14,13,-22.220377,28.100695,4
32,99,90,889,720,628,14.0,244,530,619,552,53.5,918.3,73,3.7,45,2008-01-14T14:00:00Z,2008,1,14,14,-22.220377,28.100695,4
27,-93,118,924,955,878,15.1,335,525,812,756,66.0,920.5,64,4.9,25,2008-01-15T09:00:00Z,2008,1,15,9,-22.220377,28.100695,4
29,-87,120,944,1045,973,8.2,255,720,959,897,56.7,920.1,66,4.8,11,2008-01-15T10:00:00Z,2008,1,15,10,-22.220377,28.100695,4
30,56,116,953,1065,994,8.8,266,708,970,910,51.2,919.5,67,4.6,4,2008-01-15T11:00:00Z,2008,1,15,11,-22.220377,28.100695,4
31,90,113,944,1012,938,6.2,211,774,950,884,50.8,918.8,67,4.3,17,2008-01-15T12:00:00Z,2008,1,15,12,-22.220377,28.100695,4
31,95,108,919,894,813,10.9,259,628,797,733,50.8,918.0,69,4.1,31,2008-01-15T13:00:00Z,2008,1,15,13,-22.220377,28.100695,4
31,98,100,872,719,629,4.4,154,757,684,601,49.8,917.2,74,3.9,45,2008-01-15T14:00:00Z,2008,1,15,14,-22.220377,28.100695,4
27,-97,105,897,805,720,0.0,105,897,805,720,67.9,920.1,42,2.7,39,2008-01-16T08:00:00Z,2008,1,16,8,-22.220377,28.100695,4
29,-93,114,928,955,879,0.0,114,928,955,879,59.6,919.7,49,2.4,25,2008-01-16T09:00:00Z,2008,1,16,9,-22.220377,28.100695,4
31,-86,109,955,1045,973,0.0,109,955,1045,973,51.9,919.3,56,2.3,11,2008-01-16T10:00:00Z,2008,1,16,10,-22.220377,28.100695,4
32,51,108,959,1063,993,0.0,108,959,1063,993,47.4,918.7,61,2.4,4,2008-01-16T11:00:00Z,2008,1,16,11,-22.220377,28.100695,4
32,90,106,949,1011,938,0.0,106,949,1011,938,46.9,918.0,65,2.3,17,2008-01-16T12:00:00Z,2008,1,16,12,-22.220377,28.100695,4
31,94,102,924,893,813,0.0,102,924,893,813,46.7,917.4,71,2.3,31,2008-01-16T13:00:00Z,2008,1,16,13,-22.220377,28.100695,4
31,98,95,879,718,629,0.0,95,879,718,629,47.2,916.9,79,2.3,45,2008-01-16T14:00:00Z,2008,1,16,14,-22.220377,28.100695,4
28,-85,171,875,1027,959,12.9,363,542,896,844,68.0,921.6,64,6.2,11,2008-01-17T10:00:00Z,2008,1,17,10,-22.220377,28.100695,4
28,47,177,872,1046,980,2.6,221,801,1019,956,61.7,921.2,65,5.9,4,2008-01-17T11:00:00Z,2008,1,17,11,-22.220377,28.100695,4
28,89,175,860,996,927,10.3,331,589,894,838,60.0,920.5,67,5.8,17,2008-01-17T12:00:00Z,2008,1,17,12,-22.220377,28.100695,4
28,94,150,858,884,808,12.8,320,527,771,713,58.6,919.7,69,5.8,31,2008-01-17T13:00:00Z,2008,1,17,13,-22.220377,28.100695,4
29,98,143,793,707,624,3.9,188,696,677,600,55.9,919.3,72,5.8,45,2008-01-17T14:00:00Z,2008,1,17,14,-22.220377,28.100695,4
28,87,119,923,1001,934,20.7,410,402,793,750,58.8,919.6,50,3.4,17,2008-01-20T12:00:00Z,2008,1,20,12,-22.220377,28.100695,4
27,-90,120,899,932,863,15.9,341,490,784,735,62.0,921.2,61,5.4,25,2008-01-21T09:00:00Z,2008,1,21,9,-22.220377,28.100695,4
31,35,146,896,1038,977,20.7,446,379,824,784,49.2,920.0,65,4.6,5,2008-01-21T11:00:00Z,2008,1,21,11,-22.220377,28.100695,4
30,86,145,884,989,925,13.5,345,533,855,807,50.1,919.2,66,4.7,17,2008-01-21T12:00:00Z,2008,1,21,12,-22.220377,28.100695,4
30,92,146,844,870,801,16.2,350,442,730,682,51.4,918.5,68,4.7,31,2008-01-21T13:00:00Z,2008,1,21,13,-22.220377,28.100695,4
29,92,131,866,874,805,14.9,325,489,744,694,59.1,917.7,62,3.2,31,2008-01-22T13:00:00Z,2008,1,22,13,-22.220377,28.100695,4
22,-93,80,928,792,721,5.7,150,776,748,685,71.7,921.3,94,4.7,40,2008-01-27T08:00:00Z,2008,1,27,8,-22.220377,28.100695,4
24,-87,88,959,949,887,16.4,326,522,792,748,63.1,920.7,91,4.5,26,2008-01-27T09:00:00Z,2008,1,27,9,-22.220377,28.100695,4
26,-73,96,967,1039,986,17.2,368,505,860,821,58.7,918.0,79,3.8,12,2008-01-28T10:00:00Z,2008,1,28,10,-22.220377,28.100695,4
28,23,96,973,1063,1012,14.8,336,573,906,866,52.8,917.5,83,3.5,6,2008-01-28T11:00:00Z,2008,1,28,11,-22.220377,28.100695,4
28,80,95,964,1015,961,17.4,361,500,839,800,52.4,916.7,89,3.3,17,2008-01-28T12:00:00Z,2008,1,28,12,-22.220377,28.100695,4
28,22,130,942,1067,1018,11.3,307,643,946,905,49.9,919.1,79,5.0,6,2008-01-29T11:00:00Z,2008,1,29,11,-22.220377,28.100695,4
28,79,131,929,1019,966,17.3,390,474,843,805,49.0,918.6,82,4.8,17,2008-01-29T12:00:00Z,2008,1,29,12,-22.220377,28.100695,4
23,-92,110,899,797,731,0.0,110,899,797,731,69.0,922.9,90,6.7,40,2008-01-30T08:00:00Z,2008,1,30,8,-22.220377,28.100695,4
25,-86,115,943,959,903,5.2,192,800,911,859,59.7,922.8,90,6.2,26,2008-01-30T09:00:00Z,2008,1,30,9,-22.220377,28.100695,4
27,-71,137,940,1052,1003,5.7,233,779,993,947,51.0,922.7,93,5.6,13,2008-01-30T10:00:00Z,2008,1,30,10,-22.220377,28.100695,4
28,20,141,941,1077,1029,12.8,344,599,939,900,46.3,922.2,98,5.1,6,2008-01-30T11:00:00Z,2008,1,30,11,-22.220377,28.100695,4
28,78,139,931,1028,977,11.5,322,615,910,868,45.1,921.5,99,4.8,17,2008-01-30T12:00:00Z,2008,1,30,12,-22.220377,28.100695,4
29,88,132,905,910,852,16.1,349,483,763,721,44.3,920.9,98,4.5,31,2008-01-30T13:00:00Z,2008,1,30,13,-22.220377,28.100695,4
29,93,114,871,734,666,17.9,303,421,602,558,43.3,920.1,95,4.4,45,2008-01-30T14:00:00Z,2008,1,30,14,-22.220377,28.100695,4
24,-92,100,909,793,729,10.2,228,636,712,659,68.1,923.1,81,4.0,40,2008-01-31T08:00:00Z,2008,1,31,8,-22.220377,28.100695,4
25,-85,103,951,954,899,12.7,292,605,832,788,62.6,922.8,86,3.7,26,2008-01-31T09:00:00Z,2008,1,31,9,-22.220377,28.100695,4
28,-70,125,947,1046,999,20.1,429,418,836,803,55.9,922.5,95,3.7,13,2008-01-31T10:00:00Z,2008,1,31,10,-22.220377,28.100695,4
29,19,128,950,1072,1026,21.7,456,386,839,808,51.4,922.0,102,3.6,6,2008-01-31T11:00:00Z,2008,1,31,11,-22.220377,28.100695,4
29,77,120,949,1026,977,20.6,425,408,814,781,50.7,921.3,105,3.4,17,2008-01-31T12:00:00Z,2008,1,31,12,-22.220377,28.100695,4
29,87,109,934,911,854,16.2,329,506,765,724,50.0,920.6,106,3.2,31,2008-01-31T13:00:00Z,2008,1,31,13,-22.220377,28.100695,4
30,93,96,898,735,668,14.1,255,530,630,581,48.7,920.1,103,3.0,45,2008-01-31T14:00:00Z,2008,1,31,14,-22.220377,28.100695,4
25,-91,96,935,808,745,0.0,96,935,808,745,63.1,923.6,91,4.6,40,2008-02-01T08:00:00Z,2008,2,1,8,-22.220377,28.100695,4
26,-85,100,977,973,919,0.0,100,977,973,919,55.5,923.2,89,4.5,26,2008-02-01T09:00:00Z,2008,2,1,9,-22.220377,28.100695,4
28,-69,99,1003,1074,1027,0.0,99,1003,1074,1027,45.0,922.7,86,4.1,13,2008-02-01T10:00:00Z,2008,2,1,10,-22.220377,28.100695,4
30,18,98,1010,1101,1055,0.0,98,1010,1101,1055,39.6,922.1,82,3.9,6,2008-02-01T11:00:00Z,2008,2,1,11,-22.220377,28.100695,4
30,76,91,1008,1053,1004,0.0,91,1008,1053,1004,38.6,921.4,81,3.7,17,2008-02-01T12:00:00Z,2008,2,1,12,-22.220377,28.100695,4
30,87,87,987,934,878,0.0,87,987,934,878,37.6,920.8,80,3.6,31,2008-02-01T13:00:00Z,2008,2,1,13,-22.220377,28.100695,4
30,93,81,947,754,687,0.0,81,947,754,687,36.8,920.1,80,3.5,45,2008-02-01T14:00:00Z,2008,2,1,14,-22.220377,28.100695,4
