air_temp,azimuth,clearsky_dhi,clearsky_dni,clearsky_ghi,clearsky_gti,cloud_opacity,dhi,dni,ghi,gti,relative_humidity,surface_pressure,wind_direction_10m,wind_speed_10m,zenith,period_end,Year,Month,Day,Hour,Latitude,Longitude,cluster
21,-98,111,944,1040,957,8.5,251,711,951,881,70.5,927.2,105,5.8,9,2007-01-02T10:00:00Z,2007,1,2,10,-22.220377,28.100695,4
22,117,116,940,1052,970,4.1,186,827,1009,933,63.6,926.6,106,5.4,5,2007-01-02T11:00:00Z,2007,1,2,11,-22.220377,28.100695,4
23,96,114,929,995,910,9.0,253,690,903,832,62.2,925.9,105,5.1,18,2007-01-02T12:00:00Z,2007,1,2,12,-22.220377,28.100695,4
23,98,105,910,875,782,5.2,172,773,831,749,60.3,925.4,103,4.9,32,2007-01-02T13:00:00Z,2007,1,2,13,-22.220377,28.100695,4
21,-99,102,922,836,739,0.0,102,922,836,739,65.1,926.2,91,4.6,37,2007-01-03T08:00:00Z,2007,1,3,8,-22.220377,28.100695,4
22,-97,101,968,987,897,0.0,101,968,987,897,57.5,925.7,99,4.0,23,2007-01-03T09:00:00Z,2007,1,3,9,-22.220377,28.100695,4
25,-97,103,987,1074,989,0.0,103,987,1074,989,48.9,925.0,106,3.5,10,2007-01-03T10:00:00Z,2007,1,3,10,-22.220377,28.100695,4
26,116,103,991,1089,1005,0.0,103,991,1089,1005,43.3,924.3,112,3.3,5,2007-01-03T11:00:00Z,2007,1,3,11,-22.220377,28.100695,4
27,96,101,982,1032,944,0.0,101,982,1032,944,42.2,923.5,118,3.2,18,2007-01-03T12:00:00Z,2007,1,3,12,-22.220377,28.100695,4
27,98,91,965,909,813,0.0,91,965,909,813,40.8,922.7,120,3.2,32,2007-01-03T13:00:00Z,2007,1,3,13,-22.220377,28.100695,4
27,101,84,922,728,623,0.0,84,922,728,623,38.6,922.0,114,3.3,46,2007-01-03T14:00:00Z,2007,1,3,14,-22.220377,28.100695,4
23,-99,90,954,848,749,0.0,90,954,848,749,62.8,923.8,79,2.9,37,2007-01-04T08:00:00Z,2007,1,4,8,-22.220377,28.100695,4
25,-97,95,984,995,904,0.0,95,984,995,904,57.4,923.5,78,3.0,23,2007-01-04T09:00:00Z,2007,1,4,9,-22.220377,28.100695,4
28,-97,103,993,1079,994,0.0,103,993,1079,994,50.5,923.1,83,2.8,10,2007-01-04T10:00:00Z,2007,1,4,10,-22.220377,28.100695,4
29,115,104,995,1093,1009,0.0,104,995,1093,1009,46.0,922.5,86,2.9,5,2007-01-04T11:00:00Z,2007,1,4,11,-22.220377,28.100695,4
29,96,102,984,1035,948,0.0,102,984,1035,948,44.5,921.8,84,3.1,18,2007-01-04T12:00:00Z,2007,1,4,12,-22.220377,28.100695,4
30,98,97,958,910,815,0.0,97,958,910,815,42.7,921.1,81,3.3,32,2007-01-04T13:00:00Z,2007,1,4,13,-22.220377,28.100695,4
30,101,90,912,729,625,0.0,90,912,729,625,40.9,920.6,79,3.4,46,2007-01-04T14:00:00Z,2007,1,4,14,-22.220377,28.100695,4
24,-99,82,949,835,738,11.7,218,648,742,668,74.4,923.7,89,5.0,37,2007-01-05T08:00:00Z,2007,1,5,8,-22.220377,28.100695,4
26,-96,88,979,982,893,0.0,88,979,982,893,65.7,923.3,92,4.6,24,2007-01-05T09:00:00Z,2007,1,5,9,-22.220377,28.100695,4
28,-96,101,982,1066,982,0.0,101,982,1066,982,54.8,922.9,96,4.2,10,2007-01-05T10:00:00Z,2007,1,5,10,-22.220377,28.100695,4
29,114,103,985,1082,1000,0.0,103,985,1082,1000,47.5,922.5,96,3.9,5,2007-01-05T11:00:00Z,2007,1,5,11,-22.220377,28.100695,4
30,96,102,974,1027,940,0.0,102,974,1027,940,45.6,921.8,93,3.6,18,2007-01-05T12:00:00Z,2007,1,5,12,-22.220377,28.100695,4
30,98,103,943,903,810,0.0,103,943,903,810,43.8,920.9,91,3.4,32,2007-01-05T13:00:00Z,2007,1,5,13,-22.220377,28.100695,4
31,101,96,895,723,621,0.0,96,895,723,621,40.1,920.0,89,3.4,45,2007-01-05T14:00:00Z,2007,1,5,14,-22.220377,28.100695,4
25,-102,93,884,647,540,0.0,93,884,647,540,63.7,923.3,85,4.0,51,2007-01-06T07:00:00Z,2007,1,6,7,-22.220377,28.100695,4
26,-99,101,943,848,750,0.0,101,943,848,750,60.4,923.2,79,3.8,37,2007-01-06T08:00:00Z,2007,1,6,8,-22.220377,28.100695,4
27,-96,102,981,998,909,0.0,102,981,998,909,52.2,922.7,77,3.2,24,2007-01-06T09:00:00Z,2007,1,6,9,-22.220377,28.100695,4
29,-95,109,991,1083,999,0.0,109,991,1083,999,42.6,922.1,75,2.8,10,2007-01-06T10:00:00Z,2007,1,6,10,-22.220377,28.100695,4
31,112,110,992,1097,1014,0.0,110,992,1097,1014,36.2,921.3,72,2.6,5,2007-01-06T11:00:00Z,2007,1,6,11,-22.220377,28.100695,4
31,95,108,981,1040,953,0.0,108,981,1040,953,35.2,920.6,70,2.7,18,2007-01-06T12:00:00Z,2007,1,6,12,-22.220377,28.100695,4
31,97,103,957,916,822,0.0,103,957,916,822,34.0,919.7,71,2.6,32,2007-01-06T13:00:00Z,2007,1,6,13,-22.220377,28.100695,4
32,100,91,919,736,632,0.0,91,919,736,632,32.2,918.8,69,2.5,45,2007-01-06T14:00:00Z,2007,1,6,14,-22.220377,28.100695,4
27,-99,95,948,845,747,0.0,95,948,845,747,58.1,919.2,9,1.6,38,2007-01-07T08:00:00Z,2007,1,7,8,-22.220377,28.100695,4
29,-96,102,977,993,904,0.0,102,977,993,904,47.6,918.7,2,1.2,24,2007-01-07T09:00:00Z,2007,1,7,9,-22.220377,28.100695,4
31,-94,115,976,1074,991,0.0,115,976,1074,991,40.1,918.3,6,0.7,10,2007-01-07T10:00:00Z,2007,1,7,10,-22.220377,28.100695,4
33,109,122,967,1084,1003,0.0,122,967,1084,1003,35.2,917.8,70,0.2,5,2007-01-07T11:00:00Z,2007,1,7,11,-22.220377,28.100695,4
33,95,121,951,1025,941,4.5,191,828,981,903,33.7,917.2,170,0.4,18,2007-01-07T12:00:00Z,2007,1,7,12,-22.220377,28.100695,4
34,97,120,916,900,809,6.7,218,733,837,758,33.1,916.4,195,0.6,32,2007-01-07T13:00:00Z,2007,1,7,13,-22.220377,28.100695,4
34,100,112,863,719,621,0.0,112,863,719,621,31.9,915.5,196,0.7,45,2007-01-07T14:00:00Z,2007,1,7,14,-22.220377,28.100695,4
31,94,250,752,965,892,15.2,452,386,819,769,50.6,918.0,52,5.7,18,2007-01-08T12:00:00Z,2007,1,8,12,-22.220377,28.100695,4
25,-98,169,790,791,706,0.0,169,790,791,706,60.5,924.8,67,5.4,38,2007-01-10T08:00:00Z,2007,1,10,8,-22.220377,28.100695,4
26,-95,179,837,941,862,15.1,384,458,797,742,55.3,924.6,73,5.0,24,2007-01-10T09:00:00Z,2007,1,10,9,-22.220377,28.100695,4
27,-92,176,870,1030,955,10.7,336,594,921,861,49.6,924.2,78,4.6,10,2007-01-10T10:00:00Z,2007,1,10,10,-22.220377,28.100695,4
29,88,170,883,1049,974,0.0,170,883,1049,974,43.9,923.6,79,4.1,4,2007-01-10T11:00:00Z,2007,1,10,11,-22.220377,28.100695,4
30,93,156,888,1000,922,0.0,156,888,1000,922,42.6,922.9,75,3.9,17,2007-01-10T12:00:00Z,2007,1,10,12,-22.220377,28.100695,4
30,96,109,921,894,807,0.0,109,921,894,807,41.3,922.3,69,4.0,31,2007-01-10T13:00:00Z,2007,1,10,13,-22.220377,28.100695,4
31,100,91,895,722,625,0.0,91,895,722,625,39.8,921.5,67,4.1,45,2007-01-10T14:00:00Z,2007,1,10,14,-22.220377,28.100695,4
25,-98,189,758,785,702,0.0,189,758,785,702,53.9,923.6,72,4.0,38,2007-01-11T08:00:00Z,2007,1,11,8,-22.220377,28.100695,4
27,-95,208,797,933,857,0.0,208,797,933,857,47.2,923.0,84,4.0,24,2007-01-11T09:00:00Z,2007,1,11,9,-22.220377,28.100695,4
30,-91,200,842,1026,953,0.0,200,842,1026,953,39.4,922.3,91,4.0,10,2007-01-11T10:00:00Z,2007,1,11,10,-22.220377,28.100695,4
31,80,202,844,1043,970,0.0,202,844,1043,970,36.6,921.6,93,4.1,4,2007-01-11T11:00:00Z,2007,1,11,11,-22.220377,28.100695,4
30,93,196,833,989,914,5.1,269,701,939,872,38.7,921.1,93,4.2,17,2007-01-11T12:00:00Z,2007,1,11,12,-22.220377,28.100695,4
30,96,171,823,873,792,20.4,413,330,696,650,39.6,920.7,89,4.0,31,2007-01-11T13:00:00Z,2007,1,11,13,-22.220377,28.100695,4
27,-98,132,860,808,720,0.0,132,860,808,720,51.0,921.6,34,2.3,38,2007-01-12T08:00:00Z,2007,1,12,8,-22.220377,28.100695,4
29,-94,139,901,959,879,0.0,139,901,959,879,43.5,921.0,41,2.0,24,2007-01-12T09:00:00Z,2007,1,12,9,-22.220377,28.100695,4
32,-90,135,932,1049,973,0.0,135,932,1049,973,37.5,920.4,65,1.6,10,2007-01-12T10:00:00Z,2007,1,12,10,-22.220377,28.100695,4
33,73,134,938,1068,993,0.0,134,938,1068,993,33.3,919.7,91,1.8,4,2007-01-12T11:00:00Z,2007,1,12,11,-22.220377,28.100695,4
34,92,134,924,1014,936,0.0,134,924,1014,936,32.7,918.8,99,2.1,17,2007-01-12T12:00:00Z,2007,1,12,12,-22.220377,28.100695,4
34,96,140,878,890,807,12.0,298,566,785,721,32.3,918.2,99,2.3,31,2007-01-12T13:00:00Z,2007,1,12,13,-22.220377,28.100695,4
34,99,131,821,712,621,18.6,318,370,578,524,31.1,917.7,94,2.3,45,2007-01-12T14:00:00Z,2007,1,12,14,-22.220377,28.100695,4
29,-97,138,848,803,717,0.0,138,848,803,717,46.4,920.5,45,1.7,38,2007-01-13T08:00:00Z,2007,1,13,8,-22.220377,28.100695,4
31,-94,151,881,952,873,0.0,151,881,952,873,37.9,920.1,41,1.6,24,2007-01-13T09:00:00Z,2007,1,13,9,-22.220377,28.100695,4
34,-89,187,859,1029,957,0.0,187,859,1029,957,32.6,919.8,60,1.3,11,2007-01-13T10:00:00Z,2007,1,13,10,-22.220377,28.100695,4
35,66,185,865,1047,976,0.0,185,865,1047,976,30.1,919.2,86,1.5,4,2007-01-13T11:00:00Z,2007,1,13,11,-22.220377,28.100695,4
35,92,172,866,996,922,0.0,172,866,996,922,30.3,918.3,94,2.1,17,2007-01-13T12:00:00Z,2007,1,13,12,-22.220377,28.100695,4
36,95,135,878,885,803,1.7,158,832,871,792,30.3,917.5,94,2.7,31,2007-01-13T13:00:00Z,2007,1,13,13,-22.220377,28.100695,4
36,99,116,841,712,621,12.9,254,516,620,554,30.8,916.8,88,3.0,45,2007-01-13T14:00:00Z,2007,1,13,14,-22.220377,28.100695,4
32,-88,165,882,1029,958,22.7,480,323,795,754,38.4,919.7,57,2.7,11,2007-01-14T10:00:00Z,2007,1,14,10,-22.220377,28.100695,4
34,91,153,887,998,925,17.3,403,444,825,775,33.4,918.2,70,2.3,17,2007-01-14T12:00:00Z,2007,1,14,12,-22.220377,28.100695,4
34,95,133,877,883,803,11.7,292,572,780,717,33.3,917.4,74,2.2,31,2007-01-14T13:00:00Z,2007,1,14,13,-22.220377,28.100695,4
34,99,117,837,710,621,9.7,225,589,639,568,32.7,916.8,79,2.2,45,2007-01-14T14:00:00Z,2007,1,14,14,-22.220377,28.100695,4
29,-97,132,847,794,710,12.0,276,539,698,635,42.7,919.2,320,1.7,38,2007-01-15T08:00:00Z,2007,1,15,8,-22.220377,28.100695,4
32,-93,146,879,943,867,0.9,158,855,935,861,36.5,918.6,321,1.7,25,2007-01-15T09:00:00Z,2007,1,15,9,-22.220377,28.100695,4
33,-87,184,855,1022,952,0.0,184,855,1022,952,33.1,917.9,309,1.6,11,2007-01-15T10:00:00Z,2007,1,15,10,-22.220377,28.100695,4
34,56,189,853,1039,971,0.4,195,843,1035,968,30.9,917.2,294,1.6,4,2007-01-15T11:00:00Z,2007,1,15,11,-22.220377,28.100695,4
34,90,179,849,989,918,27.8,495,229,717,683,31.2,916.4,288,1.5,17,2007-01-15T12:00:00Z,2007,1,15,12,-22.220377,28.100695,4
28,-97,151,811,785,704,0.0,151,811,785,704,54.0,917.7,268,2.4,39,2007-01-16T08:00:00Z,2007,1,16,8,-22.220377,28.100695,4
31,-93,160,858,937,863,4.9,233,728,889,822,44.6,917.2,278,2.3,25,2007-01-16T09:00:00Z,2007,1,16,9,-22.220377,28.100695,4
34,-86,152,894,1028,958,7.7,274,688,949,889,36.9,916.9,291,2.3,11,2007-01-16T10:00:00Z,2007,1,16,10,-22.220377,28.100695,4
35,51,146,905,1047,979,1.4,170,865,1032,966,34.4,916.4,300,2.1,4,2007-01-16T11:00:00Z,2007,1,16,11,-22.220377,28.100695,4
35,98,111,841,708,622,30.8,309,255,480,441,38.4,913.9,286,1.5,45,2007-01-16T14:00:00Z,2007,1,16,14,-22.220377,28.100695,4
28,-96,143,818,780,701,0.0,143,818,780,701,57.1,920.3,74,6.1,39,2007-01-17T08:00:00Z,2007,1,17,8,-22.220377,28.100695,4
29,-92,155,855,930,857,0.0,155,855,930,857,55.2,920.0,71,5.9,25,2007-01-17T09:00:00Z,2007,1,17,9,-22.220377,28.100695,4
31,-85,179,852,1013,947,7.3,294,659,939,881,48.1,919.6,67,5.4,11,2007-01-17T10:00:00Z,2007,1,17,10,-22.220377,28.100695,4
33,47,188,847,1031,966,12.2,374,533,906,855,41.7,919.0,60,4.9,4,2007-01-17T11:00:00Z,2007,1,17,11,-22.220377,28.100695,4
34,89,187,831,980,912,18.1,434,385,803,759,41.2,918.2,52,4.5,17,2007-01-17T12:00:00Z,2007,1,17,12,-22.220377,28.100695,4
26,44,149,904,1049,983,13.7,360,548,905,855,57.1,919.5,350,3.6,4,2007-01-18T11:00:00Z,2007,1,18,11,-22.220377,28.100695,4
27,88,139,906,1004,935,5.5,222,760,950,887,53.1,918.7,325,3.2,17,2007-01-18T12:00:00Z,2007,1,18,12,-22.220377,28.100695,4
28,94,123,893,889,812,12.4,291,567,779,721,50.4,918.2,273,2.6,31,2007-01-18T13:00:00Z,2007,1,18,13,-22.220377,28.100695,4
29,98,112,847,714,629,15.4,274,464,604,546,46.1,917.6,239,3.1,45,2007-01-18T14:00:00Z,2007,1,18,14,-22.220377,28.100695,4
27,-91,134,891,940,868,7.9,243,686,868,807,63.3,921.0,83,3.0,25,2007-01-19T09:00:00Z,2007,1,19,9,-22.220377,28.100695,4
30,-83,134,917,1032,965,6.5,238,742,965,906,49.8,920.8,81,2.9,11,2007-01-19T10:00:00Z,2007,1,19,10,-22.220377,28.100695,4
32,41,134,923,1054,989,1.0,151,896,1043,979,41.8,920.0,77,2.9,5,2007-01-19T11:00:00Z,2007,1,19,11,-22.220377,28.100695,4
33,88,131,915,1004,936,14.9,355,522,855,805,41.6,918.8,78,2.8,17,2007-01-19T12:00:00Z,2007,1,19,12,-22.220377,28.100695,4
33,93,121,893,887,813,16.3,337,474,742,690,40.9,918.1,85,2.9,31,2007-01-19T13:00:00Z,2007,1,19,13,-22.220377,28.100695,4
32,97,111,843,711,628,7.1,194,661,657,586,44.3,917.8,103,3.3,45,2007-01-19T14:00:00Z,2007,1,19,14,-22.220377,28.100695,4
25,-95,101,906,801,723,1.0,112,880,794,718,57.8,924.2,57,3.5,39,2007-01-22T08:00:00Z,2007,1,22,8,-22.220377,28.100695,4
27,-90,107,941,955,886,0.0,107,941,955,886,51.6,923.7,56,3.1,25,2007-01-22T09:00:00Z,2007,1,22,9,-22.220377,28.100695,4
30,-79,115,952,1046,983,8.6,252,722,955,901,41.7,923.2,49,2.5,12,2007-01-22T10:00:00Z,2007,1,22,10,-22.220377,28.100695,4
32,96,97,882,725,644,28.5,355,231,515,479,37.6,920.6,353,1.3,45,2007-01-22T14:00:00Z,2007,1,22,14,-22.220377,28.100695,4
31,-89,118,927,953,886,17.5,365,467,786,740,47.2,923.8,48,1.4,25,2007-01-23T09:00:00Z,2007,1,23,9,-22.220377,28.100695,4
33,-78,132,933,1044,982,9.7,289,668,943,892,37.9,923.3,63,1.6,12,2007-01-23T10:00:00Z,2007,1,23,10,-22.220377,28.100695,4
34,31,135,936,1066,1007,4.9,219,799,1014,959,32.8,922.5,65,1.7,5,2007-01-23T11:00:00Z,2007,1,23,11,-22.220377,28.100695,4
34,84,133,926,1017,955,10.1,294,649,915,863,31.8,921.6,67,1.8,17,2007-01-23T12:00:00Z,2007,1,23,12,-22.220377,28.100695,4
35,91,132,893,899,830,13.4,313,542,780,727,30.6,920.8,71,1.9,31,2007-01-23T13:00:00Z,2007,1,23,13,-22.220377,28.100695,4
35,96,123,841,722,644,4.3,175,729,688,616,29.2,919.8,78,1.9,45,2007-01-23T14:00:00Z,2007,1,23,14,-22.220377,28.100695,4
32,-77,322,641,947,897,8.5,428,448,868,826,38.6,923.8,75,3.6,12,2007-01-24T10:00:00Z,2007,1,24,10,-22.220377,28.100695,4
34,29,291,704,992,941,12.9,465,401,864,825,33.8,923.1,80,3.3,5,2007-01-24T11:00:00Z,2007,1,24,11,-22.220377,28.100695,4
34,83,241,760,967,911,18.1,477,330,792,755,33.7,922.0,87,3.2,17,2007-01-24T12:00:00Z,2007,1,24,12,-22.220377,28.100695,4
34,91,177,811,873,809,20.3,417,324,697,659,33.3,921.1,93,3.1,31,2007-01-24T13:00:00Z,2007,1,24,13,-22.220377,28.100695,4
25,-94,130,880,808,734,0.0,130,880,808,734,53.1,923.7,92,5.4,40,2007-01-25T08:00:00Z,2007,1,25,8,-22.220377,28.100695,4
27,-88,132,935,972,907,0.0,132,935,972,907,42.3,923.2,90,5.0,26,2007-01-25T09:00:00Z,2007,1,25,9,-22.220377,28.100695,4
30,-76,120,977,1074,1014,0.0,120,977,1074,1014,31.5,922.7,89,4.7,12,2007-01-25T10:00:00Z,2007,1,25,10,-22.220377,28.100695,4
32,27,118,986,1100,1041,0.0,118,986,1100,1041,25.9,921.9,87,4.4,5,2007-01-25T11:00:00Z,2007,1,25,11,-22.220377,28.100695,4
33,83,116,977,1049,987,0.0,116,977,1049,987,25.5,920.8,84,4.2,17,2007-01-25T12:00:00Z,2007,1,25,12,-22.220377,28.100695,4
33,90,111,950,927,858,0.0,111,950,927,858,25.2,919.8,80,4.2,31,2007-01-25T13:00:00Z,2007,1,25,13,-22.220377,28.100695,4
33,95,103,902,745,667,0.0,103,902,745,667,24.5,919.0,79,4.2,44,2007-01-25T14:00:00Z,2007,1,25,14,-22.220377,28.100695,4
32,82,120,928,1007,949,21.0,423,390,795,758,43.6,920.0,67,3.7,17,2007-01-26T12:00:00Z,2007,1,26,12,-22.220377,28.100695,4
33,95,96,874,719,645,22.3,320,336,558,517,41.6,918.6,74,3.2,44,2007-01-26T14:00:00Z,2007,1,26,14,-22.220377,28.100695,4
28,-93,110,882,788,718,0.0,110,882,788,718,52.8,922.4,74,3.2,40,2007-01-27T08:00:00Z,2007,1,27,8,-22.220377,28.100695,4
30,-87,112,931,948,887,0.0,112,931,948,887,44.3,921.9,78,3.1,26,2007-01-27T09:00:00Z,2007,1,27,9,-22.220377,28.100695,4
33,-74,110,960,1045,990,0.0,110,960,1045,990,33.8,921.1,84,3.1,12,2007-01-27T10:00:00Z,2007,1,27,10,-22.220377,28.100695,4
35,24,109,967,1072,1018,0.0,109,967,1072,1018,26.0,920.3,93,3.2,5,2007-01-27T11:00:00Z,2007,1,27,11,-22.220377,28.100695,4
36,81,108,960,1024,968,7.3,225,758,951,901,24.0,919.4,100,3.3,17,2007-01-27T12:00:00Z,2007,1,27,12,-22.220377,28.100695,4
36,89,103,937,908,844,11.9,273,614,800,749,22.7,918.5,106,3.5,31,2007-01-27T13:00:00Z,2007,1,27,13,-22.220377,28.100695,4
36,95,95,895,733,659,7.2,181,704,677,612,22.0,917.7,110,3.8,44,2007-01-27T14:00:00Z,2007,1,27,14,-22.220377,28.100695,4
26,-93,100,909,797,728,11.2,239,611,708,653,60.7,925.2,88,6.8,40,2007-01-28T08:00:00Z,2007,1,28,8,-22.220377,28.100695,4
28,-87,102,958,961,901,10.7,266,661,858,809,50.0,925.0,89,6.3,26,2007-01-28T09:00:00Z,2007,1,28,9,-22.220377,28.100695,4
31,-73,114,971,1061,1007,10.8,297,666,946,901,34.4,924.8,89,6.3,12,2007-01-28T10:00:00Z,2007,1,28,10,-22.220377,28.100695,4
33,23,116,979,1091,1038,17.9,405,493,895,857,24.6,924.2,89,6.3,6,2007-01-28T11:00:00Z,2007,1,28,11,-22.220377,28.100695,4
33,80,114,976,1046,990,10.7,292,673,934,887,23.2,923.2,90,6.2,17,2007-01-28T12:00:00Z,2007,1,28,12,-22.220377,28.100695,4
33,89,104,963,931,867,0.8,118,939,922,859,23.2,922.3,91,6.2,31,2007-01-28T13:00:00Z,2007,1,28,13,-22.220377,28.100695,4
34,94,92,930,754,679,0.0,92,930,754,679,22.0,921.4,92,6.1,44,2007-01-28T14:00:00Z,2007,1,28,14,-22.220377,28.100695,4
33,99,80,856,531,445,0.0,80,856,531,445,22.7,920.9,93,6.2,58,2007-01-28T15:00:00Z,2007,1,28,15,-22.220377,28.100695,4
25,-92,95,946,819,749,0.0,95,946,819,749,51.2,923.6,93,4.4,40,2007-01-29T08:00:00Z,2007,1,29,8,-22.220377,28.100695,4
27,-86,100,984,981,922,0.0,100,984,981,922,43.1,923.0,91,3.8,26,2007-01-29T09:00:00Z,2007,1,29,9,-22.220377,28.100695,4
30,-72,103,1002,1079,1025,0.0,103,1002,1079,1025,32.5,922.2,91,3.4,12,2007-01-29T10:00:00Z,2007,1,29,10,-22.220377,28.100695,4
33,22,103,1006,1103,1052,0.0,103,1006,1103,1052,27.3,921.3,89,3.2,6,2007-01-29T11:00:00Z,2007,1,29,11,-22.220377,28.100695,4
33,79,102,995,1052,998,0.0,102,995,1052,998,27.6,920.3,85,3.2,17,2007-01-29T12:00:00Z,2007,1,29,12,-22.220377,28.100695,4
33,88,103,964,930,868,0.0,103,964,930,868,28.3,919.3,86,3.1,31,2007-01-29T13:00:00Z,2007,1,29,13,-22.220377,28.100695,4
33,94,96,916,749,677,0.0,96,916,749,677,27.6,918.2,90,3.2,45,2007-01-29T14:00:00Z,2007,1,29,14,-22.220377,28.100695,4
27,-92,105,908,798,732,0.0,105,908,798,732,50.8,919.1,49,2.3,40,2007-01-30T08:00:00Z,2007,1,30,8,-22.220377,28.100695,4
29,-86,112,945,958,902,1.8,140,896,940,885,42.9,918.7,70,2.4,26,2007-01-30T09:00:00Z,2007,1,30,9,-22.220377,28.100695,4
32,-71,121,957,1053,1003,6.8,234,766,982,937,34.1,918.2,95,2.8,13,2007-01-30T10:00:00Z,2007,1,30,10,-22.220377,28.100695,4
34,20,122,961,1078,1030,1.9,156,907,1058,1011,28.7,917.2,102,3.5,6,2007-01-30T11:00:00Z,2007,1,30,11,-22.220377,28.100695,4
34,78,115,959,1031,979,11.4,300,642,913,871,27.8,916.2,100,3.8,17,2007-01-30T12:00:00Z,2007,1,30,12,-22.220377,28.100695,4
34,88,105,943,915,856,21.2,379,396,722,685,27.7,915.4,98,3.7,31,2007-01-30T13:00:00Z,2007,1,30,13,-22.220377,28.100695,4
34,93,97,898,737,668,22.4,329,340,571,532,27.7,914.6,93,3.7,45,2007-01-30T14:00:00Z,2007,1,30,14,-22.220377,28.100695,4
26,-92,143,824,771,710,7.9,239,621,707,655,55.7,922.1,70,5.4,40,2007-01-31T08:00:00Z,2007,1,31,8,-22.220377,28.100695,4
28,-85,153,869,930,878,0.9,165,845,922,871,47.1,921.8,73,4.9,26,2007-01-31T09:00:00Z,2007,1,31,9,-22.220377,28.100695,4
30,-70,166,883,1025,979,9.5,316,629,928,888,39.1,921.4,77,4.6,13,2007-01-31T10:00:00Z,2007,1,31,10,-22.220377,28.100695,4
31,19,164,894,1053,1008,12.2,360,568,924,887,34.9,920.8,83,4.4,6,2007-01-31T11:00:00Z,2007,1,31,11,-22.220377,28.100695,4
32,77,155,892,1007,959,9.6,305,635,909,868,33.4,919.9,89,4.4,17,2007-01-31T12:00:00Z,2007,1,31,12,-22.220377,28.100695,4
33,87,141,876,893,838,10.8,287,593,797,753,31.3,919.1,95,4.4,31,2007-01-31T13:00:00Z,2007,1,31,13,-22.220377,28.100695,4
28,-85,151,870,929,879,13.4,338,521,804,765,49.8,921.5,81,3.0,26,2007-02-01T09:00:00Z,2007,2,1,9,-22.220377,28.100695,4
31,-69,140,917,1032,987,3.9,201,812,993,951,38.9,920.7,86,2.8,13,2007-02-01T10:00:00Z,2007,2,1,10,-22.220377,28.100695,4
34,18,138,928,1060,1016,0.6,149,911,1053,1010,33.3,920.0,87,2.8,6,2007-02-01T11:00:00Z,2007,2,1,11,-22.220377,28.100695,4
34,76,130,925,1013,966,14.9,355,530,863,827,33.0,919.3,100,2.6,17,2007-02-01T12:00:00Z,2007,2,1,12,-22.220377,28.100695,4
34,87,116,911,898,844,22.2,396,352,698,665,32.0,918.8,111,2.6,31,2007-02-01T13:00:00Z,2007,2,1,13,-22.220377,28.100695,4
34,93,106,864,721,658,16.1,279,461,603,559,31.6,918.2,116,2.5,45,2007-02-01T14:00:00Z,2007,2,1,14,-22.220377,28.100695,4
30,-84,160,854,922,874,18.3,397,399,754,721,41.0,921.5,78,5.3,27,2007-02-02T09:00:00Z,2007,2,2,9,-22.220377,28.100695,4
33,-67,197,836,1010,969,18.0,452,387,828,797,33.3,921.3,84,5.0,13,2007-02-02T10:00:00Z,2007,2,2,10,-22.220377,28.100695,4
34,17,205,837,1036,996,23.2,518,279,796,768,29.2,921.0,88,4.7,7,2007-02-02T11:00:00Z,2007,2,2,11,-22.220377,28.100695,4
35,75,203,825,990,947,20.9,482,315,783,754,27.8,920.2,89,4.6,17,2007-02-02T12:00:00Z,2007,2,2,12,-22.220377,28.100695,4
35,86,180,815,879,829,23.0,446,269,676,647,26.7,919.3,91,4.5,31,2007-02-02T13:00:00Z,2007,2,2,13,-22.220377,28.100695,4
27,-90,99,900,782,724,0.0,99,900,782,724,52.1,923.2,71,5.4,41,2007-02-03T08:00:00Z,2007,2,3,8,-22.220377,28.100695,4
29,-83,108,935,941,893,0.0,108,935,941,893,43.0,922.7,70,4.8,27,2007-02-03T09:00:00Z,2007,2,3,9,-22.220377,28.100695,4
32,-66,128,935,1036,994,0.0,128,935,1036,994,34.2,922.0,73,4.2,13,2007-02-03T10:00:00Z,2007,2,3,10,-22.220377,28.100695,4
34,17,132,937,1063,1023,0.0,132,937,1063,1023,28.6,921.3,79,3.8,7,2007-02-03T11:00:00Z,2007,2,3,11,-22.220377,28.100695,4
34,74,132,926,1015,972,0.0,132,926,1015,972,27.8,920.5,86,3.7,17,2007-02-03T12:00:00Z,2007,2,3,12,-22.220377,28.100695,4
34,86,112,921,902,851,0.0,112,921,902,851,27.2,919.6,95,3.7,31,2007-02-03T13:00:00Z,2007,2,3,13,-22.220377,28.100695,4
35,92,100,880,726,665,0.0,100,880,726,665,26.4,918.8,101,3.8,45,2007-02-03T14:00:00Z,2007,2,3,14,-22.220377,28.100695,4
29,-90,109,890,783,728,0.0,109,890,783,728,38.5,919.9,25,3.4,41,2007-02-04T08:00:00Z,2007,2,4,8,-22.220377,28.100695,4
32,-83,116,929,944,898,0.0,116,929,944,898,30.9,919.6,31,2.8,27,2007-02-04T09:00:00Z,2007,2,4,9,-22.220377,28.100695,4
35,-65,120,949,1041,1002,0.0,120,949,1041,1002,24.8,919.2,39,2.0,13,2007-02-04T10:00:00Z,2007,2,4,10,-22.220377,28.100695,4
37,16,120,955,1068,1030,0.0,120,955,1068,1030,22.0,918.6,56,1.6,7,2007-02-04T11:00:00Z,2007,2,4,11,-22.220377,28.100695,4
